source_type,source_name,source_url,source_date,company,contact_name,contact_email,contact_phone,building_name,address,city,state,property_type,available_spaces_count,suite,size_sf,rent,availability_notes,image_url,pdf_url,confidence,needs_review,extracted_at
landlord_website,Highwoods Atlanta market page,https://www.highwoods.com/find-your-space/detail/one-alliance-center,,Highwoods Properties,John Grimsley,John.Grimsley@highwoods.com,404-443-1875,One Alliance,"3500 Lenox Road Northeast, Buckhead",Atlanta,GA,Office,14,Suite 1275,3667,,"Available now Virtual tour visible: https://view.ricohtours.com/47f1ba90-26b7-41bd-b372-3e63d18245cd?type=compact Detail page description: Discover premium Class A office space at One Alliance Center in Buckhead, Atlanta. Enjoy modern amenities, LEED certification and direct access to top dining, retail and transit options. Lease with Highwoods today. Market source: https://www.highwoods.com/meet-highwoods/our-markets/atlanta. 19 Atlanta properties visible on source page. 103 available spaces visible at market level.",https://s3.us-east-1.amazonaws.com/assets-v2.highwoods.com/content-refresh/images/properties/_propertyHero/One-Alliance-Alternate-Glory-Shot.jpg,https://s3.us-east-1.amazonaws.com/assets-v2.highwoods.com/content-refresh/pdf/OAC-Suite-1275-3667-RSF_2025-11-12-193321_miss.pdf,0.98,TRUE,2026-05-05T15:55:30.806Z
landlord_website,Highwoods Atlanta market page,https://www.highwoods.com/find-your-space/detail/one-alliance-center,,Highwoods Properties,John Grimsley,John.Grimsley@highwoods.com,404-443-1875,One Alliance,"3500 Lenox Road Northeast, Buckhead",Atlanta,GA,Office,14,Suite 1450,2546,,"Available now Virtual tour visible: https://view.ricoh360.com/baacf5aa-56ed-49f5-a63b-db13b95e351c Detail page description: Discover premium Class A office space at One Alliance Center in Buckhead, Atlanta. Enjoy modern amenities, LEED certification and direct access to top dining, retail and transit options. Lease with Highwoods today. Market source: https://www.highwoods.com/meet-highwoods/our-markets/atlanta. 19 Atlanta properties visible on source page. 103 available spaces visible at market level.",https://s3.us-east-1.amazonaws.com/assets-v2.highwoods.com/content-refresh/images/properties/_propertyHero/One-Alliance-Alternate-Glory-Shot.jpg,https://s3.us-east-1.amazonaws.com/assets-v2.highwoods.com/content-refresh/pdf/OAC-Suite-1450-2546-RSF_2025-11-12-193421_wuhl.pdf,0.98,TRUE,2026-05-05T15:55:30.806Z
landlord_website,Highwoods Atlanta market page,https://www.highwoods.com/find-your-space/detail/one-alliance-center,,Highwoods Properties,John Grimsley,John.Grimsley@highwoods.com,404-443-1875,One Alliance,"3500 Lenox Road Northeast, Buckhead",Atlanta,GA,Office,14,Suite 1500,26419,,"Available now Detail page description: Discover premium Class A office space at One Alliance Center in Buckhead, Atlanta. Enjoy modern amenities, LEED certification and direct access to top dining, retail and transit options. Lease with Highwoods today. Market source: https://www.highwoods.com/meet-highwoods/our-markets/atlanta. 19 Atlanta properties visible on source page. 103 available spaces visible at market level.",https://s3.us-east-1.amazonaws.com/assets-v2.highwoods.com/content-refresh/images/properties/_propertyHero/One-Alliance-Alternate-Glory-Shot.jpg,,0.98,TRUE,2026-05-05T15:55:30.806Z
landlord_website,Highwoods Atlanta market page,https://www.highwoods.com/find-your-space/detail/one-alliance-center,,Highwoods Properties,John Grimsley,John.Grimsley@highwoods.com,404-443-1875,One Alliance,"3500 Lenox Road Northeast, Buckhead",Atlanta,GA,Office,14,Suite 1625,1925,,"Available now Detail page description: Discover premium Class A office space at One Alliance Center in Buckhead, Atlanta. Enjoy modern amenities, LEED certification and direct access to top dining, retail and transit options. Lease with Highwoods today. Market source: https://www.highwoods.com/meet-highwoods/our-markets/atlanta. 19 Atlanta properties visible on source page. 103 available spaces visible at market level.",https://s3.us-east-1.amazonaws.com/assets-v2.highwoods.com/content-refresh/images/properties/_propertyHero/One-Alliance-Alternate-Glory-Shot.jpg,,0.98,TRUE,2026-05-05T15:55:30.806Z
landlord_website,Highwoods Atlanta market page,https://www.highwoods.com/find-your-space/detail/one-alliance-center,,Highwoods Properties,John Grimsley,John.Grimsley@highwoods.com,404-443-1875,One Alliance,"3500 Lenox Road Northeast, Buckhead",Atlanta,GA,Office,14,Suite 1750,5177,,"Available now Detail page description: Discover premium Class A office space at One Alliance Center in Buckhead, Atlanta. Enjoy modern amenities, LEED certification and direct access to top dining, retail and transit options. Lease with Highwoods today. Market source: https://www.highwoods.com/meet-highwoods/our-markets/atlanta. 19 Atlanta properties visible on source page. 103 available spaces visible at market level.",https://s3.us-east-1.amazonaws.com/assets-v2.highwoods.com/content-refresh/images/properties/_propertyHero/One-Alliance-Alternate-Glory-Shot.jpg,https://s3.us-east-1.amazonaws.com/assets-v2.highwoods.com/content-refresh/pdf/OAC-Suite-1750-5177-RSF.pdf,0.98,TRUE,2026-05-05T15:55:30.806Z
landlord_website,Highwoods Atlanta market page,https://www.highwoods.com/find-your-space/detail/one-alliance-center,,Highwoods Properties,John Grimsley,John.Grimsley@highwoods.com,404-443-1875,One Alliance,"3500 Lenox Road Northeast, Buckhead",Atlanta,GA,Office,14,Suite 1760,3237,,"Available now Virtual tour visible: https://view.ricoh360.com/e768f8ec-9b56-4bbb-b3e0-edb284b2b846 Detail page description: Discover premium Class A office space at One Alliance Center in Buckhead, Atlanta. Enjoy modern amenities, LEED certification and direct access to top dining, retail and transit options. Lease with Highwoods today. Market source: https://www.highwoods.com/meet-highwoods/our-markets/atlanta. 19 Atlanta properties visible on source page. 103 available spaces visible at market level.",https://s3.us-east-1.amazonaws.com/assets-v2.highwoods.com/content-refresh/images/properties/_propertyHero/One-Alliance-Alternate-Glory-Shot.jpg,https://s3.us-east-1.amazonaws.com/assets-v2.highwoods.com/content-refresh/pdf/OAC-Suite-1760-3237-RSF-Spec-Suite_2025-11-12-193637_wfxo.pdf,0.98,TRUE,2026-05-05T15:55:30.806Z
landlord_website,Highwoods Atlanta market page,https://www.highwoods.com/find-your-space/detail/one-alliance-center,,Highwoods Properties,John Grimsley,John.Grimsley@highwoods.com,404-443-1875,One Alliance,"3500 Lenox Road Northeast, Buckhead",Atlanta,GA,Office,14,Suite 1825,2036,,"Available now Virtual tour visible: https://view.ricoh360.com/7a4d7e05-1d51-4a60-809c-d17859891367 Detail page description: Discover premium Class A office space at One Alliance Center in Buckhead, Atlanta. Enjoy modern amenities, LEED certification and direct access to top dining, retail and transit options. Lease with Highwoods today. Market source: https://www.highwoods.com/meet-highwoods/our-markets/atlanta. 19 Atlanta properties visible on source page. 103 available spaces visible at market level.",https://s3.us-east-1.amazonaws.com/assets-v2.highwoods.com/content-refresh/images/properties/_propertyHero/One-Alliance-Alternate-Glory-Shot.jpg,https://s3.us-east-1.amazonaws.com/assets-v2.highwoods.com/content-refresh/pdf/OAC-Suite-1825-2036-RSF_2025-11-12-193708_xzqf.pdf,0.98,TRUE,2026-05-05T15:55:30.806Z
landlord_website,Highwoods Atlanta market page,https://www.highwoods.com/find-your-space/detail/one-alliance-center,,Highwoods Properties,John Grimsley,John.Grimsley@highwoods.com,404-443-1875,One Alliance,"3500 Lenox Road Northeast, Buckhead",Atlanta,GA,Office,14,Suite 1900,26566,,"Available now Virtual tour visible: https://view.ricoh360.com/cd101a99-bbc8-4a9a-a72c-f236cdb19c95 Detail page description: Discover premium Class A office space at One Alliance Center in Buckhead, Atlanta. Enjoy modern amenities, LEED certification and direct access to top dining, retail and transit options. Lease with Highwoods today. Market source: https://www.highwoods.com/meet-highwoods/our-markets/atlanta. 19 Atlanta properties visible on source page. 103 available spaces visible at market level.",https://s3.us-east-1.amazonaws.com/assets-v2.highwoods.com/content-refresh/images/properties/_propertyHero/One-Alliance-Alternate-Glory-Shot.jpg,https://s3.us-east-1.amazonaws.com/assets-v2.highwoods.com/content-refresh/pdf/OAC-Suite-1900-26566-RSF_2025-11-12-193736_jvem.pdf,0.98,TRUE,2026-05-05T15:55:30.806Z
landlord_website,Highwoods Atlanta market page,https://www.highwoods.com/find-your-space/detail/two-alliance-center,,Highwoods Properties,John Grimsley,John.Grimsley@highwoods.com,404-443-1875,Two Alliance,3560 Lenox Road NE,Atlanta,GA,Office,5,Suite 1230,3226,,"Available now Detail page description: Discover Two Alliance Center in Buckhead, Atlanta—an iconic 30-story office tower offering newly renovated spaces, resort-style amenities, direct access to Lenox Road, GA-400 and top-tier dining, retail and hotels. Explore available suites and experience Highwoods’ signature service. Market source: https://www.highwoods.com/meet-highwoods/our-markets/atlanta. 19 Atlanta properties visible on source page. 103 available spaces visible at market level.",https://s3.us-east-1.amazonaws.com/assets-v2.highwoods.com/content-refresh/images/properties/_propertyHero/attachment-18.jpg,https://s3.us-east-1.amazonaws.com/assets-v2.highwoods.com/content-refresh/pdf/TAC-Suite-1230-2677-RSF.pdf,0.98,TRUE,2026-05-05T15:55:30.806Z
landlord_website,Highwoods Atlanta market page,https://www.highwoods.com/find-your-space/detail/two-alliance-center,,Highwoods Properties,John Grimsley,John.Grimsley@highwoods.com,404-443-1875,Two Alliance,3560 Lenox Road NE,Atlanta,GA,Office,5,Suite 1255,6005,,"Available now Virtual tour visible: https://view.ricoh360.com/f087df22-eb87-4bbe-acd2-e6176bb779bb Detail page description: Discover Two Alliance Center in Buckhead, Atlanta—an iconic 30-story office tower offering newly renovated spaces, resort-style amenities, direct access to Lenox Road, GA-400 and top-tier dining, retail and hotels. Explore available suites and experience Highwoods’ signature service. Market source: https://www.highwoods.com/meet-highwoods/our-markets/atlanta. 19 Atlanta properties visible on source page. 103 available spaces visible at market level.",https://s3.us-east-1.amazonaws.com/assets-v2.highwoods.com/content-refresh/images/properties/_propertyHero/attachment-18.jpg,https://s3.us-east-1.amazonaws.com/assets-v2.highwoods.com/content-refresh/pdf/TAC-Suite-1255-6005-RSF-test-fit.pdf,0.98,TRUE,2026-05-05T15:55:30.806Z
landlord_website,Highwoods Atlanta market page,https://www.highwoods.com/find-your-space/detail/two-alliance-center,,Highwoods Properties,John Grimsley,John.Grimsley@highwoods.com,404-443-1875,Two Alliance,3560 Lenox Road NE,Atlanta,GA,Office,5,Suite 1425,2620,,"Available now Detail page description: Discover Two Alliance Center in Buckhead, Atlanta—an iconic 30-story office tower offering newly renovated spaces, resort-style amenities, direct access to Lenox Road, GA-400 and top-tier dining, retail and hotels. Explore available suites and experience Highwoods’ signature service. Market source: https://www.highwoods.com/meet-highwoods/our-markets/atlanta. 19 Atlanta properties visible on source page. 103 available spaces visible at market level.",https://s3.us-east-1.amazonaws.com/assets-v2.highwoods.com/content-refresh/images/properties/_propertyHero/attachment-18.jpg,https://s3.us-east-1.amazonaws.com/assets-v2.highwoods.com/content-refresh/pdf/TAC-Suite-1425-2620-RSF_2025-11-12-195227_xfhf.pdf,0.98,TRUE,2026-05-05T15:55:30.806Z
landlord_website,Highwoods Atlanta market page,https://www.highwoods.com/find-your-space/detail/two-alliance-center,,Highwoods Properties,John Grimsley,John.Grimsley@highwoods.com,404-443-1875,Two Alliance,3560 Lenox Road NE,Atlanta,GA,Office,5,Suite 1700,26110,,"Available now Virtual tour visible: https://view.ricohtours.com/17bda7db-4794-4ed2-a61d-641bbbb8443c Detail page description: Discover Two Alliance Center in Buckhead, Atlanta—an iconic 30-story office tower offering newly renovated spaces, resort-style amenities, direct access to Lenox Road, GA-400 and top-tier dining, retail and hotels. Explore available suites and experience Highwoods’ signature service. Market source: https://www.highwoods.com/meet-highwoods/our-markets/atlanta. 19 Atlanta properties visible on source page. 103 available spaces visible at market level.",https://s3.us-east-1.amazonaws.com/assets-v2.highwoods.com/content-refresh/images/properties/_propertyHero/attachment-18.jpg,https://s3.us-east-1.amazonaws.com/assets-v2.highwoods.com/content-refresh/pdf/TAC-Suite-1700-26110-RSF_2025-11-12-195252_ldgb.pdf,0.98,TRUE,2026-05-05T15:55:30.806Z
landlord_website,Highwoods Atlanta market page,https://www.highwoods.com/find-your-space/detail/two-alliance-center,,Highwoods Properties,John Grimsley,John.Grimsley@highwoods.com,404-443-1875,Two Alliance,3560 Lenox Road NE,Atlanta,GA,Office,5,Suite 2950,8450,,"Available now Virtual tour visible: https://view.ricoh360.com/0d40aa1f-a389-4212-b5db-c9180050f15b Detail page description: Discover Two Alliance Center in Buckhead, Atlanta—an iconic 30-story office tower offering newly renovated spaces, resort-style amenities, direct access to Lenox Road, GA-400 and top-tier dining, retail and hotels. Explore available suites and experience Highwoods’ signature service. Market source: https://www.highwoods.com/meet-highwoods/our-markets/atlanta. 19 Atlanta properties visible on source page. 103 available spaces visible at market level.",https://s3.us-east-1.amazonaws.com/assets-v2.highwoods.com/content-refresh/images/properties/_propertyHero/attachment-18.jpg,https://s3.us-east-1.amazonaws.com/assets-v2.highwoods.com/content-refresh/pdf/TAC-Suite-2950-8450-RSF_2025-11-12-195314_upyh.pdf,0.98,TRUE,2026-05-05T15:55:30.806Z
landlord_website,Highwoods Atlanta market page,https://www.highwoods.com/find-your-space/detail/10-glenlake-north,,Highwoods Properties,John Grimsley,John.Grimsley@highwoods.com,404-443-1875,10 Glenlake North,10 Glenlake Parkway,Atlanta,GA,Office,5,Suite 100,7741,,"Available now Detail page description: Discover 10 Glenlake North, a renovated Class A office tower in Atlanta’s Central Perimeter with modern amenities, lake views and easy access to GA 400 and I-285. Market source: https://www.highwoods.com/meet-highwoods/our-markets/atlanta. 19 Atlanta properties visible on source page. 103 available spaces visible at market level.",https://s3.us-east-1.amazonaws.com/assets-v2.highwoods.com/content-refresh/images/properties/_propertyHero/1434402469.7da66babfa9faa9f299cd4ca3d856396.jpg,https://s3.us-east-1.amazonaws.com/assets-v2.highwoods.com/content-refresh/pdf/10Glenlake-North_Suite-100.pdf,0.98,TRUE,2026-05-05T15:55:30.806Z
landlord_website,Highwoods Atlanta market page,https://www.highwoods.com/find-your-space/detail/10-glenlake-north,,Highwoods Properties,John Grimsley,John.Grimsley@highwoods.com,404-443-1875,10 Glenlake North,10 Glenlake Parkway,Atlanta,GA,Office,5,Suite 125,5103,,"Available now Detail page description: Discover 10 Glenlake North, a renovated Class A office tower in Atlanta’s Central Perimeter with modern amenities, lake views and easy access to GA 400 and I-285. Market source: https://www.highwoods.com/meet-highwoods/our-markets/atlanta. 19 Atlanta properties visible on source page. 103 available spaces visible at market level.",https://s3.us-east-1.amazonaws.com/assets-v2.highwoods.com/content-refresh/images/properties/_propertyHero/1434402469.7da66babfa9faa9f299cd4ca3d856396.jpg,https://s3.us-east-1.amazonaws.com/assets-v2.highwoods.com/content-refresh/pdf/10Glenlake-North_Suite-125.pdf,0.98,TRUE,2026-05-05T15:55:30.806Z
landlord_website,Highwoods Atlanta market page,https://www.highwoods.com/find-your-space/detail/10-glenlake-north,,Highwoods Properties,John Grimsley,John.Grimsley@highwoods.com,404-443-1875,10 Glenlake North,10 Glenlake Parkway,Atlanta,GA,Office,5,Suite 500,11250,,"Available now Virtual tour visible: https://view.ricoh360.com/b40001de-c243-440d-ae3a-4d4fb699e29c Detail page description: Discover 10 Glenlake North, a renovated Class A office tower in Atlanta’s Central Perimeter with modern amenities, lake views and easy access to GA 400 and I-285. Market source: https://www.highwoods.com/meet-highwoods/our-markets/atlanta. 19 Atlanta properties visible on source page. 103 available spaces visible at market level.",https://s3.us-east-1.amazonaws.com/assets-v2.highwoods.com/content-refresh/images/properties/_propertyHero/1434402469.7da66babfa9faa9f299cd4ca3d856396.jpg,https://s3.us-east-1.amazonaws.com/assets-v2.highwoods.com/content-refresh/pdf/10Glenlake-North_Suite-500.pdf,0.98,TRUE,2026-05-05T15:55:30.806Z
landlord_website,Highwoods Atlanta market page,https://www.highwoods.com/find-your-space/detail/10-glenlake-north,,Highwoods Properties,John Grimsley,John.Grimsley@highwoods.com,404-443-1875,10 Glenlake North,10 Glenlake Parkway,Atlanta,GA,Office,5,Suite 525,2639,,"Available now Virtual tour visible: https://view.ricoh360.com/7462403a-1cb2-43f9-b8e4-571c4e2c6766 Detail page description: Discover 10 Glenlake North, a renovated Class A office tower in Atlanta’s Central Perimeter with modern amenities, lake views and easy access to GA 400 and I-285. Market source: https://www.highwoods.com/meet-highwoods/our-markets/atlanta. 19 Atlanta properties visible on source page. 103 available spaces visible at market level.",https://s3.us-east-1.amazonaws.com/assets-v2.highwoods.com/content-refresh/images/properties/_propertyHero/1434402469.7da66babfa9faa9f299cd4ca3d856396.jpg,https://s3.us-east-1.amazonaws.com/assets-v2.highwoods.com/content-refresh/pdf/10Glenlake-North_Suite-525.pdf,0.98,TRUE,2026-05-05T15:55:30.806Z
landlord_website,Highwoods Atlanta market page,https://www.highwoods.com/find-your-space/detail/10-glenlake-north,,Highwoods Properties,John Grimsley,John.Grimsley@highwoods.com,404-443-1875,10 Glenlake North,10 Glenlake Parkway,Atlanta,GA,Office,5,Suite 600,27414,,"Available now Virtual tour visible: https://view.ricohtours.com/3c6ea789-bcdc-4dbc-9010-b0926f3b1439?type=compact Detail page description: Discover 10 Glenlake North, a renovated Class A office tower in Atlanta’s Central Perimeter with modern amenities, lake views and easy access to GA 400 and I-285. Market source: https://www.highwoods.com/meet-highwoods/our-markets/atlanta. 19 Atlanta properties visible on source page. 103 available spaces visible at market level.",https://s3.us-east-1.amazonaws.com/assets-v2.highwoods.com/content-refresh/images/properties/_propertyHero/1434402469.7da66babfa9faa9f299cd4ca3d856396.jpg,https://s3.us-east-1.amazonaws.com/assets-v2.highwoods.com/content-refresh/pdf/10Glenlake-North_Suite-600.pdf,0.98,TRUE,2026-05-05T15:55:30.806Z
